DQ447651|05DRC99|1999-05-XX	1999-05-XX
DQ447658|Ang0215|2005-04-XX	2005-04-XX
DQ447657|Ang0214|2005-04-XX	2005-04-XX
DQ447650|07DRC99|1999-05-XX	1999-05-XX
DQ447656|Ang0126|2005-04-XX	2005-04-XX
DQ447660|Ang0998|2005-05-XX	2005-05-XX
DQ447653|Ang1379c|2005-03-XX	2005-03-XX
DQ447655|Ang1386|2005-03-XX	2005-03-XX
DQ447659|Ang0754|2005-04-XX	2005-04-XX
EF446132|Germany_Marburg|1967-XX-XX	1967-XX-XX
DQ447654|Ang1381|2005-03-XX	2005-03-XX
FJ750958|Uganda371Bat2007|2007-XX-XX	2007-XX-XX
FJ750959|Uganda331Bat2007|2007-XX-XX	2007-XX-XX
FJ750957|Uganda01Uga07|2007-XX-XX	2007-XX-XX
OL702894|MARV001|2021-09-08	2021-09-08
JX458852|MARV/R.aegyptiacus-tc/UGA/2008/53Qbat|2008-XX-XX	2008-XX-XX
JX458836|MARV/H.sapiens-tc/COD/2000/29DRC|2000-XX-XX	2000-XX-XX
JX458839|MARV/H.sapiens-tc/COD/2000/16DRC|2000-XX-XX	2000-XX-XX
JX458838|MARV/H.sapiens-tc/COD/2000/17DRC|2000-XX-XX	2000-XX-XX
JX458855|MARV/R.aegyptiacus-tc/UGA/2009/843Qbat|2009-XX-XX	2009-XX-XX
JX458832|MARV/H.sapiens-tc/COD/2000/30DRC|2000-XX-XX	2000-XX-XX
JX458840|MARV/H.sapiens-tc/COD/2000/12DRC|2000-XX-XX	2000-XX-XX
JX458831|MARV/H.sapiens-tc/COD/2000/14DRC|2000-XX-XX	2000-XX-XX
JX458853|MARV/R.aegyptiacus-tc/UGA/2008/164Qbat|2008-XX-XX	2008-XX-XX
JX458842|MARV/H.sapiens-tc/COD/2000/18DRC|2000-XX-XX	2000-XX-XX
JX458833|MARV/H.sapiens-tc/COD/1999/01DRC|1999-XX-XX	1999-XX-XX
JX458858|MARV/R.aegyptiacus-tc/UGA/2009/1328Qbat|2009-XX-XX	2009-XX-XX
JX458849|MARV/H.sapiens-tc/COD/2000/25DRC|2000-XX-XX	2000-XX-XX
JX458826|MARV/H.sapiens-tc/COD/1999/03DRC|1999-XX-XX	1999-XX-XX
JX458846|MARV/H.sapiens-tc/COD/2000/28DRC|2000-XX-XX	2000-XX-XX
JX458828|MARV/H.sapiens-tc/COD/2000/19DRC|2000-XX-XX	2000-XX-XX
JX458830|MARV/H.sapiens-tc/COD/1999/06DRC|1999-XX-XX	1999-XX-XX
JX458827|MARV/H.sapiens-tc/COD/2000/32DRC|2000-XX-XX	2000-XX-XX
JX458843|MARV/H.sapiens-tc/COD/2000/21DRC|2000-XX-XX	2000-XX-XX
JX458854|MARV/R.aegyptiacus-tc/UGA/2009/1175Qbat|2009-XX-XX	2009-XX-XX
JX458841|MARV/H.sapiens-tc/COD/2000/20DRC|2000-XX-XX	2000-XX-XX
JX458834|MARV/H.sapiens-tc/COD/2000/24DRC|2000-XX-XX	2000-XX-XX
JX458845|MARV/H.sapiens-tc/COD/2000/13DRC|2000-XX-XX	2000-XX-XX
JX458847|MARV/H.sapiens-tc/COD/2000/15DRC|2000-XX-XX	2000-XX-XX
JX458844|MARV/H.sapiens-tc/COD/2000/26DRC|2000-XX-XX	2000-XX-XX
JX458829|MARV/H.sapiens-tc/COD/2000/34DRC|2000-XX-XX	2000-XX-XX
JX458848|MARV/H.sapiens-tc/COD/2000/22DRC|2000-XX-XX	2000-XX-XX
JX458850|MARV/H.sapiens-tc/COD/2000/33DRC|2000-XX-XX	2000-XX-XX
JX458837|MARV/H.sapiens-tc/COD/2000/27DRC|2000-XX-XX	2000-XX-XX
JX458851|MARV/H.sapiens-tc/COD/1999/02DRC|1999-XX-XX	1999-XX-XX
JX458825|MARV/H.sapiens-tc/COD/1999/04DRC|1999-XX-XX	1999-XX-XX
JX458835|MARV/H.sapiens-tc/COD/2000/23DRC|2000-XX-XX	2000-XX-XX
JX458856|MARV/R.aegyptiacus-tc/UGA/2009/914Qbat|2009-XX-XX	2009-XX-XX
KC545388|Mbg-423-2012|2012-XX-XX	2012-XX-XX
KC545387|Mbg-422-2012|2012-XX-XX	2012-XX-XX
JN408064|Leiden|2008-XX-XX	2008-XX-XX
KR867677|Marburgvirus/H.sapiens-tc/AGO/2005/Angola-200501379|2005-13-03	2005-13-03
KR063674|Marburgvirus/H.sapiens-tc/AGO/2005/Angola-810820|2005-13-03	2005-13-03
KU978782|Angolaprototype20051379|2005-01-01	2005-01-01
KY047763|Marburgvirus/H.sapiens-tc/AGO/2005/Angola-368|2005-XX-XX	2005-XX-XX
MN258361|PREDICT_SLAB3960Kakbat_SL_2017|2017-12-06	2017-12-06
MN187403|1000KasbatSL2018|2018-XX-XX	2018-XX-XX
MN187404|968KasbatSL2018|2018-XX-XX	2018-XX-XX
MN187405|960KasbatSL2018|2018-XX-XX	2018-XX-XX
MN187406|960LNKasbatSL2018|2018-XX-XX	2018-XX-XX
Ghana-MV-22-106|2022-06-XX	2022-06-XX
Ghana-MV-22-114C|2022-06-XX	2022-06-XX
